group,names,scores,logfoldchanges,pvals,pvals_adj,pct_nz_group,pct_nz_reference
1,PML,3.6568153,1.1360667,0.0002553682808093626,0.007483374256127686,0.4659090909090909,0.1702127659574468
1,LBH,3.655477,1.2420981,0.00025670422494549286,0.007504497873186888,0.4431818181818182,0.16170212765957448
1,SLC11A2,3.64544,1.4090027,0.00026693469725957124,0.007729491182276556,0.42045454545454547,0.14042553191489363
1,SPC24,3.6427634,1.1218946,0.0002697266793069439,0.0078041629955047055,0.45454545454545453,0.1574468085106383
1,TBC1D14,3.6407561,1.1822603,0.0002718386039863677,0.007859055880335737,0.4431818181818182,0.15319148936170213
1,BYSL,3.640087,1.4603037,0.0002725460162511212,0.007873288666777653,0.4090909090909091,0.13191489361702127
1,RNASE1,3.6360722,1.5736171,0.00027682685431921437,0.007984349641400759,0.375,0.09787234042553192
1,MOCS2,3.6320574,1.4986107,0.00028117064280298995,0.008084152943623123,0.3977272727272727,0.12340425531914893
1,IL15RA,3.6320574,1.1240418,0.00028117064280298995,0.008084152943623123,0.42045454545454547,0.13191489361702127
1,EEF2KMT,3.630719,1.9782127,0.0002826327086954559,0.008107084460001867,0.3409090909090909,0.06808510638297872
1,PTGR1,3.6280425,1.7684659,0.000285578236353626,0.008165975803733645,0.36363636363636365,0.08936170212765958
1,POC1A,3.6267042,1.1218674,0.0002870617623326574,0.00820198873000593,0.48863636363636365,0.2
1,IPO4,3.6079686,1.7805183,0.0003086039329121416,0.008722171852136907,0.3522727272727273,0.08085106382978724
1,TMEM251,3.5865562,1.3444825,0.000335073829916617,0.009397729692550268,0.42045454545454547,0.14893617021276595
1,PCYT2,3.5832105,1.3012536,0.0003393967943004728,0.009497142253969117,0.4431818181818182,0.16170212765957448
1,MELK,3.5825415,1.2627103,0.0003402676251105687,0.009506973547077807,0.45454545454545453,0.1829787234042553
1,ZFYVE21,3.579865,1.2395657,0.000343771895229829,0.009590240196118118,0.4318181818181818,0.14893617021276595
1,AC084864.2,3.5738428,2.2280269,0.00035178031357337223,0.009783823143692248,0.32954545454545453,0.06808510638297872
1,ALDH4A1,3.5664823,1.5069295,0.00036180533603998716,0.010001840713292727,0.38636363636363635,0.11063829787234042
1,DHRS13,3.565144,1.5130434,0.00036365652659490946,0.010030288266691998,0.4090909090909091,0.14042553191489363
1,SLC2A1,3.5631366,1.6741153,0.00036644992463034855,0.01009972416520737,0.42045454545454547,0.15319148936170213
1,REPS2,3.5470774,1.5849886,0.0003895302050168875,0.010639697786435148,0.3977272727272727,0.13617021276595745
1,UBXN8,3.5343637,1.6133113,0.0004087580210396674,0.011073983958603158,0.3977272727272727,0.14042553191489363
1,B4GALT2,3.5229886,1.5734792,0.00042670980925062153,0.01150074059527393,0.32954545454545453,0.059574468085106386
1,AURKA,3.5089366,1.5915556,0.00044990190928282455,0.01203717820296832,0.375,0.10638297872340426
1,PTH2R,3.4922085,1.379477,0.00047904434337117473,0.012677875641162956,0.3977272727272727,0.1276595744680851
1,TSPAN5,3.4888628,1.4785233,0.00048508019106775204,0.012819075865177469,0.4090909090909091,0.14893617021276595
1,HIRA,3.4861863,1.2505064,0.0004899598566806014,0.012920043742339116,0.38636363636363635,0.1148936170212766
1,IGFBP2,3.4861863,1.1704485,0.0004899598566806014,0.012920043742339116,0.5,0.23404255319148937
1,AC100801.1,3.4841788,1.9321175,0.0004936496044103894,0.012998610914406234,0.3522727272727273,0.09361702127659574
1,NADK,3.4835095,1.6537126,0.0004948852670141921,0.01301242504165693,0.36363636363636365,0.10638297872340426
1,FBXO25,3.4768183,1.4163244,0.000507401513950585,0.013312833557064776,0.3977272727272727,0.14042553191489363
1,ARL9,3.476149,1.7598654,0.0005086692377250266,0.013326988382228847,0.3522727272727273,0.09361702127659574
1,CDC42EP4,3.4674504,1.4798002,0.000525420600994872,0.013638949941144191,0.38636363636363635,0.1276595744680851
1,GUF1,3.4527295,1.0135697,0.0005549451656063718,0.01429384096154737,0.4659090909090909,0.1829787234042553
1,NUFIP1,3.4520605,1.0614573,0.0005563232262895369,0.01431925907554384,0.4659090909090909,0.18723404255319148
1,PDXP,3.450053,1.4159328,0.0005604765564348522,0.014395791187418964,0.4090909090909091,0.15319148936170213
1,SPAST,3.445369,2.073174,0.0005702802276684958,0.014616825359169897,0.3522727272727273,0.09361702127659574
1,ATP11A,3.4413543,1.2135859,0.0005788102288357376,0.014773384369328334,0.42045454545454547,0.14468085106382977
1,B9D1,3.4413543,2.2391222,0.0005788102288357376,0.014773384369328334,0.3068181818181818,0.05106382978723404
1,SH3GLB2,3.435332,1.3548634,0.0005918282103329224,0.015032272259816301,0.4090909090909091,0.14893617021276595
1,EED,3.419942,1.0391177,0.0006263449708751033,0.0157450908509613,0.4659090909090909,0.19574468085106383
1,SKP2,3.419273,1.2819237,0.0006278873641067994,0.01577303048296017,0.42045454545454547,0.1574468085106383
1,CMPK2,3.4159272,1.2662327,0.0006356524728345414,0.015935285039874694,0.42045454545454547,0.15319148936170213
1,CLUH,3.415258,1.0737989,0.0006372161750781122,0.01595263284817646,0.4659090909090909,0.2
1,FBXO5,3.4119124,1.5384518,0.0006450884995166024,0.016138676808480634,0.375,0.11914893617021277
1,SPATA33,3.4105742,1.508028,0.0006482626823710039,0.016184899343425044,0.375,0.11914893617021277
1,ABCF2,3.409905,1.409313,0.0006498552153499313,0.01620255499797196,0.4090909090909091,0.15319148936170213
1,UAP1,3.3804631,1.0090531,0.000723637966260764,0.017823602424704054,0.4772727272727273,0.22127659574468084
1,NCEH1,3.3777866,1.8100684,0.0007307177803817527,0.017961720268470472,0.3181818181818182,0.06808510638297872
1,GOLM1,3.3764484,1.1450145,0.0007342817656731,0.01803721268818868,0.4318181818181818,0.16170212765957448
1,FTSJ3,3.364404,1.2305925,0.0007670920116161304,0.018742546540161543,0.38636363636363635,0.11914893617021277
1,ALKBH3,3.3637347,1.0379974,0.0007689541238936924,0.018775510265932646,0.4659090909090909,0.18723404255319148
1,SREBF1,3.3630657,1.1630905,0.0007708204321114229,0.018808532423806795,0.38636363636363635,0.12340425531914893
1,PROSER1,3.3590508,1.1896547,0.00078210687982683,0.019020527513981266,0.36363636363636365,0.10638297872340426
1,CDC25A,3.3583817,2.248929,0.0007840028017880086,0.019053975131635394,0.3068181818181818,0.059574468085106386
1,RAB3IL1,3.3309472,2.7409253,0.0008655102047413069,0.02059722952128516,0.2840909090909091,0.03829787234042553
1,C1orf198,3.3142188,1.5521334,0.0009189954777934532,0.02177097312797293,0.3522727272727273,0.11063829787234042
1,AC002558.3,3.309535,1.5063778,0.0009345111007455388,0.02206712309573385,0.3409090909090909,0.09787234042553192
1,MRM1,3.2994978,1.2431384,0.0009685794884830765,0.02278340479303926,0.42045454545454547,0.1702127659574468
1,MTRES1,3.2948139,1.4453679,0.000984868535940482,0.023062810802276124,0.38636363636363635,0.14042553191489363
1,MGAT4B,3.2874534,1.1489465,0.0010109788196309166,0.023508790201595412,0.4431818181818182,0.19574468085106383
1,PYCR3,3.270056,1.3066971,0.001075261838981597,0.024861439398967424,0.375,0.11914893617021277
1,PCK2,3.2613573,1.4172481,0.0011088022917665056,0.025604588442237144,0.3409090909090909,0.09361702127659574
1,SLC16A9,3.2493129,1.6035072,0.0011568415674029803,0.026563085450763163,0.3522727272727273,0.1148936170212766
1,EXO1,3.2479746,1.1919773,0.0011622963741942467,0.02665489322799726,0.4090909090909091,0.16595744680851063
1,RPS6KL1,3.2379377,1.4989812,0.001203971330587091,0.027387541746934814,0.3522727272727273,0.11063829787234042
1,DHX16,3.229239,1.3179156,0.0012412017115484284,0.028077394217789882,0.3409090909090909,0.08936170212765958
1,DNAAF5,3.2232168,1.3955656,0.0012675962836078993,0.028586131593550657,0.3522727272727273,0.10212765957446808
1,TIMM29,3.2145178,1.1616826,0.0013066375002798503,0.02937606827256929,0.42045454545454547,0.1829787234042553
1,UBL4A,3.1931057,1.0367783,0.001407514330911813,0.03145081320250505,0.45454545454545453,0.19574468085106383
1,JAZF1,3.1810613,1.839228,0.0014673659835240838,0.03262883497142466,0.3181818181818182,0.0851063829787234
1,PLD1,3.1663404,1.1407315,0.0015437007470297513,0.03391416028933729,0.38636363636363635,0.13617021276595745
1,THAP7,3.1636639,1.0179973,0.0015579666244134418,0.03416604938295769,0.45454545454545453,0.20851063829787234
1,NIBAN2,3.1569724,1.9145771,0.0015941640858969288,0.03487626999875283,0.3068181818181818,0.07234042553191489
1,CLCN4,3.149612,2.240621,0.0016348744212233202,0.03561788017333021,0.2840909090909091,0.05106382978723404
1,HNRNPUL2,3.1415825,1.1181978,0.0016803753244122096,0.03645727163533567,0.375,0.1276595744680851
1,DEDD2,3.1275306,1.2333894,0.0017628148776945895,0.03806536126165172,0.38636363636363635,0.14893617021276595
1,SAMD9,3.1221776,1.1445297,0.0017951866904948005,0.03869589402756195,0.4090909090909091,0.1574468085106383
1,DPP9,3.1215084,1.2144542,0.0017992713605053162,0.038761113046412644,0.3522727272727273,0.11063829787234042
1,MRGBP,3.114148,1.8703352,0.0018447699470716822,0.03967122493112259,0.29545454545454547,0.06382978723404255
1,GALNT6,3.108795,1.1003181,0.0018785211925412982,0.04025512539122017,0.375,0.13191489361702127
1,PFKM,3.0967505,1.3405198,0.001956545261386276,0.04175598432186536,0.3522727272727273,0.12340425531914893
1,AC106795.2,3.085375,2.2448006,0.002032955547508132,0.04296085796440251,0.2840909090909091,0.059574468085106386
1,ADAL,3.080691,1.0095716,0.002065207015175902,0.04354184444841774,0.4090909090909091,0.16170212765957448
1,PPP5C,3.0773456,1.2487938,0.0020885304164431438,0.04395762034056096,0.3522727272727273,0.11063829787234042
1,KMT5A,3.0606172,1.3869624,0.0022088129073828565,0.04598678112805457,0.36363636363636365,0.13617021276595745
1,GSTA4,3.0472345,1.4521132,0.0023095742954745545,0.04789389733068792,0.3409090909090909,0.11063829787234042
1,RBBP5,3.0432198,1.6476382,0.0023406135696238434,0.04848262437000696,0.3181818181818182,0.09361702127659574
1,MNS1,3.0392048,1.089134,0.0023720344049468762,0.049077914785449754,0.4318181818181818,0.2
1,KIF23,3.0385358,1.2936054,0.0023773085998415695,0.04913149184799621,0.3522727272727273,0.11063829787234042
2,PNMT,7.044405,2.5611217,1.8625560242910156e-12,3.0987005929579755e-09,0.6708860759493671,0.18032786885245902
2,SCO2,5.840535,1.7473614,5.203334040016714e-09,1.8749135925716822e-06,0.6582278481012658,0.2336065573770492
2,AC073210.3,5.4690475,1.6336701,4.524601218471612e-08,1.0415404352030157e-05,0.6329113924050633,0.25
2,PMP22,5.2354817,1.7935148,1.645551503908768e-07,3.273306010574175e-05,0.569620253164557,0.19262295081967212
2,ZNF670,5.031718,1.6211634,4.861042070455028e-07,7.872522160209048e-05,0.5949367088607594,0.24180327868852458
2,GCAT,4.9263706,1.5091738,8.377103072625384e-07,0.00012118986148662518,0.5949367088607594,0.2459016393442623
2,NOC4L,4.876469,1.7692575,1.0800148897658134e-06,0.00014584074581659948,0.5189873417721519,0.16393442622950818
2,PTRH1,4.8723106,1.6154594,1.103004385326502e-06,0.0001478793535067227,0.569620253164557,0.22131147540983606
2,RPL39L,4.780825,2.2934384,1.745772195664931e-06,0.00021018752675503992,0.46835443037974683,0.12295081967213115
2,CCDC26,4.6990423,2.0734568,2.613842778655858e-06,0.00028643490880713487,0.5189873417721519,0.18032786885245902
2,CLUH,4.686567,1.6668242,2.7782589928281094e-06,0.0002999618212286184,0.5316455696202531,0.1885245901639344
2,CBLL1,4.667161,1.3048589,3.0539014539147598e-06,0.0003249297881242271,0.5949367088607594,0.22950819672131148
2,SPTA1,4.6054773,1.4770988,4.1152082066747485e-06,0.00040818627526423436,0.5569620253164557,0.22540983606557377
2,RRS1,4.4571595,1.388687,8.305281917540146e-06,0.0007169377911884124,0.5569620253164557,0.22540983606557377
2,MT1X,4.413496,1.4179705,1.017146897099294e-05,0.0008499678899710333,0.5189873417721519,0.1680327868852459
2,COQ3,4.3906245,1.6482296,1.1302565060833112e-05,0.0009338265999809317,0.5063291139240507,0.18442622950819673
2,LDB1,4.341416,1.7335536,1.4156733604749005e-05,0.001116703893679781,0.4936708860759494,0.18032786885245902
2,SLC27A5,4.338644,1.378083,1.4336466334552284e-05,0.0011284494716364477,0.5569620253164557,0.23770491803278687
2,IGFBP2,4.306762,1.4136964,1.6566138947001142e-05,0.0012684879740568803,0.5443037974683544,0.22950819672131148
2,TST,4.3060694,1.5327872,1.661809989361604e-05,0.0012698101757959094,0.5063291139240507,0.19262295081967212
2,ADD2,4.2734947,1.2119613,1.9243274051340664e-05,0.0014315509625063407,0.5822784810126582,0.2459016393442623
2,PPAT,4.2603264,1.3230543,2.041285516806783e-05,0.0015002628755149611,0.5569620253164557,0.24180327868852458
2,CNKSR3,4.2360687,1.4105484,2.2746706781992547e-05,0.0016356625047695662,0.5189873417721519,0.20491803278688525
2,DDX10,4.216663,1.0627741,2.4794434389163054e-05,0.0017451944097649171,0.5949367088607594,0.25
2,EPCAM,4.1903257,1.7709682,2.785540179563243e-05,0.0018880288168924863,0.46835443037974683,0.1762295081967213
2,NCAPD3,4.173692,1.5000058,2.997026383720065e-05,0.0019908196491930687,0.5063291139240507,0.21311475409836064
2,TRIB2,4.1591377,1.6318187,3.194514030721624e-05,0.0021105127804772954,0.45569620253164556,0.1598360655737705
2,PHF6,4.1528997,1.2238666,3.2828829788881336e-05,0.0021572136429135473,0.5443037974683544,0.22540983606557377
2,PDE3B,4.150128,2.025086,3.322899079392702e-05,0.0021718112358009335,0.4177215189873418,0.11065573770491803
2,NIF3L1,4.0932956,1.5467842,4.252850268839911e-05,0.0026472546375817954,0.46835443037974683,0.16393442622950818
2,RIDA,4.0468597,1.3325759,5.1909352089146406e-05,0.0031352049435888576,0.5316455696202531,0.24180327868852458
2,DHX35,3.9519083,1.1455889,7.753039928919624e-05,0.004325747171316878,0.5443037974683544,0.2336065573770492
2,FAM83D,3.9422054,1.3812699,8.073577983758916e-05,0.004450316683487351,0.5189873417721519,0.24180327868852458
2,CSF2RB,3.9110172,3.6319406,9.190826786856971e-05,0.004968884065372998,0.3291139240506329,0.045081967213114756
2,HCCS,3.910324,1.1707386,9.217239459979937e-05,0.004975813886057901,0.5316455696202531,0.23770491803278687
2,PRKAB1,3.9068587,1.1142156,9.350381655899097e-05,0.005025452554883448,0.5063291139240507,0.20901639344262296
